,BTC Close,BTC % Return,ETH Close,ETH % Return,BNB Close,BNB % Return,XRP Close,XRP % Return,LTC Close,LTC % Return,DOGE Close,DOGE % Return
2021-04-22 00:00:00,55118.17,0.02473691441693937,2571.25,0.0908716791256905,572.4129,0.05294052399717675,1.32371,0.025360775231027644,279.28,0.08378283984632695,0.28834590000000004,-0.05715423619578619
2021-04-21 00:00:00,53787.63,-0.0467411608329642,2357.06,0.011600709003746656,543.6327,-0.07287424950563948,1.2909700000000002,-0.06789842672616075,257.69,-0.011470001534448437,0.30582509999999996,-0.036226465040865796
2021-04-20 00:00:00,56425.0,0.01423360248945138,2330.03,0.0781585474198565,586.3635,0.16334531801738073,1.38501,0.05770361602199392,260.68,-0.0026780931976432276,0.3173205,-0.2239712107761499
2021-04-19 00:00:00,55633.14,-0.009205163097922964,2161.12,-0.033332736934390095,504.0322,0.04693348055933422,1.30945,-0.0699730818128228,261.38,-0.04382499268364071,0.408903,0.2685853841049184
2021-04-18 00:00:00,56150.01,-0.06427036598937519,2235.64,-0.03536416983085955,481.4367,-0.06460131719119677,1.4079700000000002,-0.08511592244112898,273.36,-0.09140464003190851,0.32232990000000006,0.14198846992700176
2021-04-17 00:00:00,60006.66,-0.021653938710161302,2317.6,-0.04336950554553454,514.6861,0.012614842025260753,1.53896,-0.005871903362294373,300.86,-0.024543656583341456,0.28225320000000004,-0.22764181813107032
2021-04-16 00:00:00,61334.8,-0.028897729226640023,2422.67,-0.03634389269860461,508.2743,-0.06202102153529987,1.54805,-0.11933030304754211,308.43,0.07982354794664426,0.36544340000000003,1.0039679776091126
2021-04-15 00:00:00,63159.98,0.003183791238594136,2514.04,0.03347858258653291,541.8824,-0.014791874159800544,1.7578099999999999,-0.0418983146924804,285.63,0.02427741519041815,0.1823599,0.5017338793687707
2021-04-14 00:00:00,62959.53,-0.009681006685017701,2432.6,0.0580247826408431,550.0182,-0.0029475520634495433,1.8346799999999999,0.02147418587948402,278.86,0.042116671026570573,0.1214329,0.28633821317344976
2021-04-13 00:00:00,63575.0,0.062061476779151414,2299.19,0.07554884010310192,551.6442,-0.07552440849028286,1.7961099999999999,0.22314989478558722,267.59,0.09479584322068568,0.094402,0.33460004552246914
2021-04-12 00:00:00,59860.0,-0.002373737196976866,2137.69,-0.006354120184441481,596.7104,0.13458680141274226,1.46843,0.08677600319720558,244.42,-0.03127105544766362,0.07073430000000001,-0.04837481501412588
2021-04-11 00:00:00,60002.43,0.0039033527842884386,2151.36,0.008375947391363603,525.9275,0.11591404579909725,1.3511799999999998,-0.015748834498834685,252.31,-0.015721307638292825,0.07433,0.16657014566040007
2021-04-10 00:00:00,59769.13,0.0279759019815784,2133.49,0.03223231262730608,471.2975,0.0381146258196976,1.3728,0.34957383431149913,256.34,0.15928002894355986,0.06371669999999999,0.034566910979122234
2021-04-09 00:00:00,58142.54,0.0011195381620978662,2066.87,-0.006532209222960383,453.9937,0.084281097326804,1.01721,-0.036723832612051255,221.12,-0.022068904515501364,0.061587800000000005,-0.0031723526231796084
2021-04-08 00:00:00,58077.52,0.03796137682305556,2080.46,0.05958328876937258,418.7048,0.11489964953090603,1.05599,0.15355792969347393,226.11,0.032230084455603825,0.06178380000000001,0.051157852829938344
2021-04-07 00:00:00,55953.45,-0.03513812021317053,1963.47,-0.07041913446106207,375.5538,-0.0689475135163008,0.9154200000000001,-0.16524260689567116,219.05,-0.07589436382045212,0.0587769,-0.08738182151302631
2021-04-06 00:00:00,57991.15,-0.019259938992041037,2112.21,0.0022919454488512514,403.3648,0.0960216701904184,1.09663,0.1974034765897974,237.04,0.07025465053277946,0.06440470000000001,0.07342597901305381
2021-04-05 00:00:00,59129.99,0.015944122891975665,2107.38,0.015267212348664794,368.0263,0.05493466322041085,0.91584,0.44226771653543295,221.48,0.09529696849809599,0.059999199999999996,0.045386040077150636
2021-04-04 00:00:00,58202.01,0.020158297859809826,2075.69,0.03344253480174464,348.8617,0.08359069755306492,0.635,0.09802700973526313,202.21,0.0357527019413002,0.057394299999999995,0.0339210214857153
2021-04-03 00:00:00,57051.94,-0.03219795891468047,2008.52,-0.05866362967441385,321.9497,-0.048311642090352436,0.57831,-0.04728093441623704,195.23,-0.07675210441691105,0.055511300000000006,-0.03600943997471551
2021-04-02 00:00:00,58950.01,0.0039095415497567565,2133.69,0.08416452834023525,338.2932,0.010436407983175577,0.60701,0.06330688247762195,211.46,0.04239376910184367,0.0575849,-0.07346784444337173
2021-04-01 00:00:00,58720.44,-0.00034235294017503914,1968.05,0.025362488733282396,334.7991,0.1072409386570996,0.57087,0.0018426871643677512,202.86,0.031316725978647764,0.062151,0.15586973381017977
2021-03-31 00:00:00,58740.55,-0.00010247406784769097,1919.37,0.04287515077752291,302.3724,-0.02866658828472679,0.56982,0.013734210994484908,196.7,0.004904465106774225,0.05376990000000001,-0.004266642963094536
2021-03-30 00:00:00,58746.57,0.01927805915350378,1840.46,0.013056353688474909,311.2962,0.13075633011513665,0.5621,-0.005801407902649491,195.74,0.010375264543436735,0.0540003,-0.0022854925726110142
2021-03-29 00:00:00,57635.47,0.03330797669244823,1816.74,0.07689936633452077,275.2991,0.02560404848556197,0.56538,0.03640563132424113,193.73,0.051508901432913534,0.054124,0.00854178468143485
2021-03-28 00:00:00,55777.63,-0.0007078470878300047,1687.01,-0.014959448333849212,268.4263,-0.002960738182490874,0.54552,-0.0036528345996493794,184.24,0.0009779419754427643,0.053665599999999994,-0.014152399147623007
2021-03-27 00:00:00,55817.14,0.014385125175395697,1712.63,0.008117303571849144,269.2234,0.05490722364479539,0.54752,-0.028479159642990193,184.06,0.003325156718452016,0.054436,0.00936381672878328
2021-03-26 00:00:00,55025.59,0.07275365551144786,1698.84,0.0713231677324151,255.2105,0.0908921095668842,0.56357,0.10378393199890312,183.45,0.06949221710487952,0.05393099999999999,0.051983770920297934
2021-03-25 00:00:00,51293.78,-0.019307830333064713,1585.74,0.002465483234713961,233.9466,-0.05865438936181511,0.51058,0.06324316444888689,171.53,-0.0256745242828742,0.051266,-0.0045359575608354685
2021-03-24 00:00:00,52303.65,-0.03749000062383956,1581.84,-0.05170015826579066,248.5236,-0.02717010497736283,0.48021,-0.12657329938159323,176.05,-0.05262874670397677,0.0514996,-0.03474205858317758
2021-03-23 00:00:00,54340.89,0.004763766970365069,1668.08,-0.0076681915798616496,255.4646,0.0026177640605720143,0.5498,0.010476015438338315,185.83,0.0008617439543276983,0.05335319999999999,-0.02796239615216456
2021-03-22 00:00:00,54083.25,-0.05698729031956584,1680.97,-0.0572132048592805,254.7976,-0.037232766285296925,0.5441,0.05341619716946422,185.67,-0.04935743177512675,0.054888,-0.04506238028048937
