Date,Open,High,Low,Close,Volume
2021-02-05 04:00:00,0.03365,0.03391,0.03347,0.03369,62288144.0
2021-02-05 05:00:00,0.0337,0.03396,0.03345,0.03382,68498275.0
2021-02-05 06:00:00,0.03381,0.03416,0.03375,0.03391,126656003.0
2021-02-05 07:00:00,0.03391,0.03404,0.03381,0.03399,85850630.0
2021-02-05 08:00:00,0.03399,0.03512,0.03395,0.0351,415359927.0
2021-02-05 09:00:00,0.03511,0.03596,0.03425,0.03432,633421549.0
2021-02-05 10:00:00,0.03432,0.03499,0.03417,0.03473,206584216.0
2021-02-05 11:00:00,0.03472,0.03529,0.0347,0.03521,135154556.0
2021-02-05 12:00:00,0.03524,0.03534,0.03485,0.03497,146166262.0
2021-02-05 13:00:00,0.03496,0.03576,0.03491,0.03534,197728036.0
2021-02-05 14:00:00,0.03536,0.03536,0.03492,0.03515,178017160.0
2021-02-05 15:00:00,0.03514,0.03528,0.03469,0.03493,217976606.0
2021-02-05 16:00:00,0.03497,0.03549,0.03448,0.03471,241950706.0
2021-02-05 17:00:00,0.03471,0.0367,0.03469,0.03664,780248828.0
2021-02-05 18:00:00,0.03664,0.03686,0.03572,0.03586,391027134.0
2021-02-05 19:00:00,0.03585,0.03622,0.03552,0.03606,211694740.0
2021-02-05 20:00:00,0.03606,0.03632,0.03588,0.03626,99856314.0
2021-02-05 21:00:00,0.03628,0.03641,0.03564,0.03595,115428623.0
2021-02-05 22:00:00,0.03595,0.03638,0.03589,0.03621,73061380.0
2021-02-05 23:00:00,0.03623,0.03665,0.03609,0.0363,131147604.0
2021-02-06 00:00:00,0.03633,0.03664,0.03558,0.0358,189868445.0
2021-02-06 01:00:00,0.0358,0.03583,0.0335,0.03447,520918953.0
2021-02-06 02:00:00,0.03446,0.03502,0.03424,0.03473,238735178.0
2021-02-06 03:00:00,0.03473,0.03509,0.03461,0.0349,139754385.0
2021-02-06 04:00:00,0.03489,0.035,0.0345,0.03457,86792318.0
2021-02-06 05:00:00,0.03457,0.03475,0.03438,0.0347,68881133.0
2021-02-06 06:00:00,0.03471,0.03489,0.03456,0.03478,64414163.0
2021-02-06 07:00:00,0.03479,0.03526,0.03478,0.03514,59759477.0
2021-02-06 08:00:00,0.03516,0.03538,0.03505,0.0353,74858628.0
2021-02-06 09:00:00,0.03532,0.03536,0.03504,0.03508,82719204.0
2021-02-06 10:00:00,0.03509,0.03514,0.03483,0.03498,78430895.0
2021-02-06 11:00:00,0.03497,0.03501,0.0343,0.03437,170324680.0
2021-02-06 12:00:00,0.03437,0.03477,0.0343,0.03454,92133999.0
2021-02-06 13:00:00,0.03454,0.03488,0.03444,0.03463,72189632.0
2021-02-06 14:00:00,0.03465,0.0349,0.03459,0.03486,58901115.0
2021-02-06 15:00:00,0.03485,0.03513,0.03476,0.03481,86413942.0
2021-02-06 16:00:00,0.03481,0.0352,0.03475,0.03511,120611956.0
2021-02-06 17:00:00,0.0351,0.03526,0.03487,0.03494,81252267.0
2021-02-06 18:00:00,0.03494,0.03568,0.03491,0.03538,192444136.0
2021-02-06 19:00:00,0.03539,0.03574,0.0353,0.03554,107839891.0
2021-02-06 20:00:00,0.03554,0.03558,0.03473,0.03498,127549461.0
2021-02-06 21:00:00,0.03498,0.03532,0.03498,0.03527,57052068.0
2021-02-06 22:00:00,0.03527,0.03565,0.03524,0.03564,48615937.0
2021-02-06 23:00:00,0.03561,0.03564,0.03489,0.03514,119500209.0
2021-02-07 00:00:00,0.03516,0.03543,0.03489,0.03543,71567614.0
2021-02-07 01:00:00,0.03543,0.03557,0.0345,0.03462,153818045.0
2021-02-07 02:00:00,0.03463,0.03484,0.03408,0.03469,153941461.0
2021-02-07 03:00:00,0.03468,0.03489,0.03456,0.03484,53884068.0
2021-02-07 04:00:00,0.03483,0.03494,0.03405,0.03433,99890562.0
2021-02-07 05:00:00,0.03433,0.03468,0.03419,0.0346,70792900.0
2021-02-07 06:00:00,0.0346,0.03473,0.03439,0.03468,46819383.0
2021-02-07 07:00:00,0.0347,0.0355,0.03462,0.03516,131169447.0
2021-02-07 08:00:00,0.03515,0.03572,0.03513,0.03548,121707688.0
2021-02-07 09:00:00,0.03548,0.03597,0.03536,0.03573,109372711.0
2021-02-07 10:00:00,0.03574,0.03646,0.03572,0.03633,221467580.0
2021-02-07 11:00:00,0.03635,0.03637,0.03571,0.03622,208631473.0
2021-02-07 12:00:00,0.03622,0.0372,0.0356,0.03702,455246178.0
2021-02-07 13:00:00,0.03702,0.03747,0.03585,0.03684,664865061.0
2021-02-07 14:00:00,0.03683,0.03703,0.03576,0.03581,375347390.0
2021-02-07 15:00:00,0.03582,0.03597,0.03442,0.03496,431688613.0
2021-02-07 16:00:00,0.03496,0.03528,0.03417,0.035,373358215.0
2021-02-07 17:00:00,0.03501,0.03532,0.03463,0.0352,202019327.0
2021-02-07 18:00:00,0.03519,0.03558,0.03517,0.03542,163723884.0
2021-02-07 19:00:00,0.03542,0.03557,0.03471,0.03489,137524078.0
2021-02-07 20:00:00,0.03489,0.03556,0.03466,0.03554,86570340.0
2021-02-07 21:00:00,0.03555,0.03593,0.0355,0.03579,127726875.0
2021-02-07 22:00:00,0.03578,0.03584,0.03531,0.03584,78072463.0
2021-02-07 23:00:00,0.03585,0.03648,0.03577,0.036,137693766.0
2021-02-08 00:00:00,0.03602,0.03661,0.03561,0.03581,239053372.0
2021-02-08 01:00:00,0.03581,0.03597,0.03537,0.03585,75338455.0
2021-02-08 02:00:00,0.03583,0.03596,0.0353,0.03545,93575805.0
2021-02-08 03:00:00,0.03548,0.03571,0.03536,0.0356,82260928.0
2021-02-08 04:00:00,0.03559,0.03622,0.03552,0.03609,91197313.0
2021-02-08 05:00:00,0.03609,0.03631,0.03593,0.03627,77981205.0
2021-02-08 06:00:00,0.03627,0.03664,0.03621,0.03627,94577875.0
2021-02-08 07:00:00,0.03627,0.03651,0.03623,0.03639,82173804.0
2021-02-08 08:00:00,0.03639,0.03703,0.03626,0.03678,150932471.0
2021-02-08 09:00:00,0.03679,0.03706,0.03646,0.03658,130439925.0
2021-02-08 10:00:00,0.03658,0.03722,0.03658,0.0372,137339647.0
2021-02-08 11:00:00,0.0372,0.03803,0.037,0.03798,316587245.0
2021-02-08 12:00:00,0.03798,0.03825,0.03703,0.03746,466616688.0
2021-02-08 13:00:00,0.03747,0.03763,0.03675,0.03732,284954125.0
2021-02-08 14:00:00,0.03729,0.03781,0.03703,0.03781,204747500.0
2021-02-08 15:00:00,0.03781,0.03811,0.0376,0.03786,213284183.0
2021-02-08 16:00:00,0.03787,0.03938,0.03754,0.03869,589852433.0
2021-02-08 17:00:00,0.03868,0.0399,0.03848,0.03972,343807616.0
2021-02-08 18:00:00,0.0397,0.04186,0.03904,0.04185,717455104.0
2021-02-08 19:00:00,0.04184,0.04189,0.04026,0.04097,482259412.0
2021-02-08 20:00:00,0.04098,0.0416,0.04071,0.04095,227628158.0
2021-02-08 21:00:00,0.04096,0.041,0.03978,0.04013,296167894.0
2021-02-08 22:00:00,0.04015,0.04068,0.04003,0.0403,101672064.0
2021-02-08 23:00:00,0.04032,0.04125,0.04025,0.04048,195131478.0
2021-02-09 00:00:00,0.04052,0.04192,0.04047,0.04109,293643815.0
2021-02-09 01:00:00,0.04108,0.04287,0.04076,0.0425,355039266.0
2021-02-09 02:00:00,0.0425,0.044,0.0416,0.04306,561243858.0
2021-02-09 03:00:00,0.04308,0.04415,0.04263,0.04299,353672482.0
2021-02-09 04:00:00,0.04301,0.04323,0.0419,0.04239,250761209.0
2021-02-09 05:00:00,0.04241,0.04305,0.04232,0.04304,144981904.0
2021-02-09 06:00:00,0.04303,0.04325,0.04255,0.04299,186500336.0
2021-02-09 07:00:00,0.043,0.04343,0.04272,0.04337,179596893.0
2021-02-09 08:00:00,0.04338,0.0477,0.04325,0.04738,982843317.0
2021-02-09 09:00:00,0.04743,0.04745,0.04464,0.04543,957690482.0
2021-02-09 10:00:00,0.04543,0.0459,0.04366,0.04384,596002311.0
