Date,Open,High,Low,Close,Volume
2020-10-28 07:30:00,396.86,397.95,396.01,396.93,17941.94588
2020-10-28 08:00:00,396.91,397.6,391.25,397.29,35937.30232
2020-10-28 08:30:00,397.3,397.45,394.44,397.01,10985.3216
2020-10-28 09:00:00,397.03,398.6,395.5,395.65,12982.61038
2020-10-28 09:30:00,395.68,396.31,393.11,393.82,14127.28684
2020-10-28 10:00:00,393.82,395.42,391.53,394.75,20180.32655
2020-10-28 10:30:00,394.81,397.09,394.67,394.67,13467.34732
2020-10-28 11:00:00,394.67,394.71,387.74,390.72,44756.48705
2020-10-28 11:30:00,390.72,391.0,386.5,386.86,38364.06051
2020-10-28 12:00:00,386.81,389.86,385.66,389.13,28387.77179
2020-10-28 12:30:00,389.07,390.6,386.69,390.18,29780.0391
2020-10-28 13:00:00,390.17,392.0,388.23,388.39,20064.41939
2020-10-28 13:30:00,388.39,390.0,386.69,386.73,19566.53628
2020-10-28 14:00:00,386.74,388.58,380.52,385.22,58350.13043
2020-10-28 14:30:00,385.16,387.25,384.35,386.04,22381.99889
2020-10-28 15:00:00,386.04,387.65,385.0,386.88,18764.67526
2020-10-28 15:30:00,386.87,388.06,385.98,387.54,19654.94634
2020-10-28 16:00:00,387.54,387.74,385.3,385.37,22121.19569
2020-10-28 16:30:00,385.37,385.51,382.31,384.92,29290.00378
2020-10-28 17:00:00,384.94,384.99,380.64,383.71,27940.38012
2020-10-28 17:30:00,383.72,385.45,383.61,384.73,12493.92575
2020-10-28 18:00:00,384.77,386.21,384.51,386.08,12147.00282
2020-10-28 18:30:00,386.09,386.73,384.54,386.25,9803.21203
2020-10-28 19:00:00,386.23,386.83,384.7,385.98,10486.85081
2020-10-28 19:30:00,385.99,386.6,383.89,384.69,10496.53037
2020-10-28 20:00:00,384.71,386.24,383.98,385.25,6804.72346
2020-10-28 20:30:00,385.27,386.19,384.13,385.32,7613.522
2020-10-28 21:00:00,385.32,385.36,382.52,382.79,6916.00441
2020-10-28 21:30:00,382.79,386.37,382.66,386.26,5413.5741
2020-10-28 22:00:00,386.27,387.96,385.76,387.8,9815.90376
2020-10-28 22:30:00,387.8,388.36,386.8,387.56,8779.90801
2020-10-28 23:00:00,387.56,388.45,387.02,388.2,6521.13232
2020-10-28 23:30:00,388.16,390.15,388.05,388.23,15536.0182
2020-10-29 00:00:00,388.22,390.2,387.71,389.32,12688.9666
2020-10-29 00:30:00,389.28,389.41,388.16,388.17,7183.74405
2020-10-29 01:00:00,388.18,389.31,386.36,386.91,10695.27125
2020-10-29 01:30:00,387.04,391.78,387.01,391.35,12516.03498
2020-10-29 02:00:00,391.38,391.81,389.54,389.93,9068.02965
2020-10-29 02:30:00,389.94,391.15,389.71,390.69,5138.13888
2020-10-29 03:00:00,390.7,390.95,388.91,389.74,11031.44847
2020-10-29 03:30:00,389.81,392.0,389.81,391.98,7882.32855
2020-10-29 04:00:00,391.98,392.27,390.82,391.22,8537.10991
2020-10-29 04:30:00,391.19,391.9,390.39,390.46,7346.08858
2020-10-29 05:00:00,390.47,391.95,390.41,390.81,6033.23008
2020-10-29 05:30:00,390.81,391.97,390.18,391.89,7789.94415
2020-10-29 06:00:00,391.9,392.25,390.78,391.68,6782.80289
2020-10-29 06:30:00,391.71,392.2,390.58,391.02,8440.86694
