Date,Open,High,Low,Close,Volume
2021-04-15,10.0,10.3,8.0,9.25,48437.64
2021-04-16,9.29,11.37,9.09,10.47,15531.82
2021-04-17,10.59,10.61,7.78,7.96,56762.32
2021-04-18,8.05,17.08,7.29,8.58,579464.35
2021-04-19,8.45,10.7,7.82,10.12,47697.31
2021-04-20,10.12,12.06,7.61,8.36,117800.67
2021-04-21,8.26,8.91,7.29,8.09,97875.12
2021-04-22,8.03,9.98,7.12,9.69,56461.16
2021-04-23,9.59,14.92,9.32,10.72,326996.97
2021-04-24,10.74,13.08,10.74,12.88,83516.74
